trial,pair_index,x,w,product,voltage_mean_v,voltage_std_v
9,3,0,0.58,0,0.000959369648,0.000221774058
9,3,0,0.72,0,0.00108318471,0.000238544745
9,3,0,0.86,0,0.00112194729,0.000286359838
9,3,0,1,0,0.00131067761,0.000260342769
9,3,0.3,0,0,0.00046047441,0.000223770814
9,3,0.3,0.3,0.09,0.000898411078,0.000310989242
9,3,0.3,0.44,0.132,0.00113352781,0.000291623735
9,3,0.3,0.58,0.174,0.00134593386,0.000303239159
9,3,0.3,0.72,0.216,0.00153591874,0.000230950973
9,3,0.3,0.86,0.258,0.00168855645,0.000271602164
9,3,0.3,1,0.3,0.00191218919,0.000252449742
9,3,0.44,0,0,0.000721679473,0.000306139131
9,3,0.44,0.3,0.132,0.000994304221,0.000323294471
9,3,0.44,0.44,0.1936,0.00124997638,0.000264904553
9,3,0.44,0.58,0.2552,0.00159977245,0.000313436515
9,3,0.44,0.72,0.3168,0.0017911084,0.000294420204
9,3,0.44,0.86,0.3784,0.00190015832,0.000324352096
9,3,0.44,1,0.44,0.00218291606,0.000249368032
9,3,0.58,0,0,0.000831983925,0.000255977403
9,3,0.58,0.3,0.174,0.00126930942,0.000287682751
9,3,0.58,0.44,0.2552,0.00157554986,0.000299332859
9,3,0.58,0.58,0.3364,0.00168723756,0.000290436351
9,3,0.58,0.72,0.4176,0.00194130134,0.000295839744
9,3,0.58,0.86,0.4988,0.00197034915,0.000317334322
9,3,0.58,1,0.58,0.00224747747,0.000279448528
9,3,0.72,0,0,0.00102843459,0.000256231639
9,3,0.72,0.3,0.216,0.00139373568,0.000249397004
9,3,0.72,0.44,0.3168,0.00160536971,0.000368885967
9,3,0.72,0.58,0.4176,0.00199479691,0.000274898275
9,3,0.72,0.72,0.5184,0.00220848971,0.000289931115
9,3,0.72,0.86,0.6192,0.00233970347,0.000309293094
9,3,0.72,1,0.72,0.00253898496,0.000306122489
9,3,0.86,0,0,0.00108398892,0.000208931671
9,3,0.86,0.3,0.258,0.00147994623,0.000288935034
9,3,0.86,0.44,0.3784,0.00175681719,0.000302520452
9,3,0.86,0.58,0.4988,0.00202352304,0.000303677411
9,3,0.86,0.72,0.6192,0.00232667538,0.000357660248
9,3,0.86,0.86,0.7396,0.00236810791,0.000301935065
9,3,0.86,1,0.86,0.00266090213,0.000294744123
9,3,1,0,0,0.00122752304,0.000268121724
