wavelength_m,power_dBm
7.81208e-07,-35.1976174
7.81216e-07,-35.2546982
7.81224e-07,-35.3181815
7.81232e-07,-35.3787531
7.8124e-07,-35.4174316
7.81248e-07,-35.4273745
7.81256e-07,-35.4384706
7.81264e-07,-35.4419415
7.81272e-07,-35.490455
7.8128e-07,-35.5127882
7.81288e-07,-35.5308415
7.81296e-07,-35.5657194
7.81304e-07,-35.5849725
7.81312e-07,-35.6164114
7.8132e-07,-35.6642766
7.81328e-07,-35.7071889
7.81336e-07,-35.7408985
7.81344e-07,-35.7791911
7.81352e-07,-35.8074342
7.8136e-07,-35.8561098
7.81368e-07,-35.9462708
7.81376e-07,-35.9688253
7.81384e-07,-36.0076302
7.81392e-07,-36.0482461
7.814e-07,-36.1135665
7.81408e-07,-36.1529375
7.81416e-07,-36.1514524
7.81424e-07,-36.1331547
7.81432e-07,-36.1205644
7.8144e-07,-36.1324099
7.81448e-07,-36.1379141
7.81456e-07,-36.1591335
7.81464e-07,-36.1281147
